season,team,age
1976-01-01,Cleveland Cavaliers,26.8
1976-01-01,Detroit Pistons,25.8
1976-01-01,Denver Nuggets,25.4
1976-01-01,Golden State Warriors,25.5
1976-01-01,Houston Rockets,25.7
1976-01-01,Indiana Pacers,24.7
1976-01-01,Kansas City Kings,26.2
1976-01-01,Kentucky Colonels,26.2
1976-01-01,Los Angeles Lakers,28.1
1976-01-01,Milwaukee Bucks,24.9
1976-01-01,New Orleans Jazz,25.5
1976-01-01,New York Nets,25.4
1976-01-01,New York Knicks,28.7
1976-01-01,Philadelphia 76ers,26.3
1976-01-01,Phoenix Suns,26.2
1976-01-01,Portland Trail Blazers,25.4
1976-01-01,San Antonio Spurs,24.5
1976-01-01,San Diego Sails,24.9
1976-01-01,Seattle SuperSonics,24.5
1976-01-01,Spirits of St. Louis,25.8
1976-01-01,Utah Stars,26.9
1976-01-01,Virginia Squires,25.6
1976-01-01,Washington Bullets,28.2
1976-01-01,League Average,26.5
1976-01-01,League Average,25.3
1975-01-01,Atlanta Hawks,25.1
1975-01-01,Boston Celtics,29.1
1975-01-01,Buffalo Braves,26.4
1975-01-01,Chicago Bulls,30.2
1975-01-01,Cleveland Cavaliers,25.9
1975-01-01,Detroit Pistons,26.6
1975-01-01,Denver Nuggets,25.2
1975-01-01,Golden State Warriors,25.8
1975-01-01,Houston Rockets,25.2
1975-01-01,Indiana Pacers,24.3
1975-01-01,Kansas City-Omaha Kings,25.5
1975-01-01,Kentucky Colonels,26.2
1975-01-01,Los Angeles Lakers,28.2
1975-01-01,Milwaukee Bucks,26.2
1975-01-01,Memphis Sounds,27.5
1975-01-01,New Orleans Jazz,26.0
1975-01-01,New York Nets,24.5
1975-01-01,New York Knicks,27.7
1975-01-01,Philadelphia 76ers,27.7
1975-01-01,Phoenix Suns,25.9
1975-01-01,Portland Trail Blazers,26.0
1975-01-01,San Antonio Spurs,25.6
1975-01-01,San Diego Conquistadors,24.8
1975-01-01,Seattle SuperSonics,25.6
1975-01-01,Spirits of St. Louis,25.1
1975-01-01,Utah Stars,26.9
1975-01-01,Virginia Squires,24.8
1975-01-01,Washington Bullets,26.6
1975-01-01,League Average,26.7
1975-01-01,League Average,25.7
1974-01-01,Atlanta Hawks,27.1
1974-01-01,Boston Celtics,28.5
1974-01-01,Buffalo Braves,24.4
1974-01-01,Capital Bullets,26.4
1974-01-01,Carolina Cougars,27.5
1974-01-01,Chicago Bulls,28.7
1974-01-01,Cleveland Cavaliers,26.5
1974-01-01,Detroit Pistons,26.2
1974-01-01,Denver Rockets,25.5
1974-01-01,Golden State Warriors,28.4
1974-01-01,Houston Rockets,25.4
1974-01-01,Indiana Pacers,26.8
1974-01-01,Kansas City-Omaha Kings,26.7
1974-01-01,Kentucky Colonels,25.6
1974-01-01,Los Angeles Lakers,28.7
1974-01-01,Milwaukee Bucks,27.3
1974-01-01,Memphis Tams,25.0
1974-01-01,New York Nets,23.4
1974-01-01,New York Knicks,28.5
1974-01-01,Philadelphia 76ers,28.4
1974-01-01,Phoenix Suns,26.2
1974-01-01,Portland Trail Blazers,24.7
1974-01-01,San Antonio Spurs,24.6
1974-01-01,San Diego Conquistadors,25.1
1974-01-01,Seattle SuperSonics,26.0
1974-01-01,Utah Stars,27.8
1974-01-01,Virginia Squires,26.4
1974-01-01,League Average,27.0
1974-01-01,League Average,25.7
1973-01-01,Atlanta Hawks,27.1
1973-01-01,Baltimore Bullets,26.3
1973-01-01,Boston Celtics,28.0
1973-01-01,Buffalo Braves,24.7
1973-01-01,Carolina Cougars,27.3
1973-01-01,Chicago Bulls,27.7
1973-01-01,Cleveland Cavaliers,26.2
1973-01-01,Detroit Pistons,25.4
1973-01-01,Dallas Chaparrals,25.7
1973-01-01,Denver Rockets,24.8
1973-01-01,Golden State Warriors,28.6
1973-01-01,Houston Rockets,25.7
1973-01-01,Indiana Pacers,26.1
1973-01-01,Kansas City-Omaha Kings,26.3
1973-01-01,Kentucky Colonels,25.3
1973-01-01,Los Angeles Lakers,30.3
1973-01-01,Milwaukee Bucks,26.4
1973-01-01,Memphis Tams,25.6
1973-01-01,New York Nets,25.1
1973-01-01,New York Knicks,28.7
1973-01-01,Philadelphia 76ers,27.6
1973-01-01,Phoenix Suns,26.2
1973-01-01,Portland Trail Blazers,24.0
1973-01-01,San Diego Conquistadors,26.5
1973-01-01,Seattle SuperSonics,25.1
1973-01-01,Utah Stars,28.3
1973-01-01,Virginia Squires,24.4
1973-01-01,League Average,26.7
1973-01-01,League Average,26.0
1972-01-01,Atlanta Hawks,26.8
1972-01-01,Baltimore Bullets,26.7
1972-01-01,Boston Celtics,27.6
1972-01-01,Buffalo Braves,25.0
1972-01-01,Carolina Cougars,26.3
1972-01-01,Chicago Bulls,27.5
1972-01-01,Cincinnati Royals,25.7
1972-01-01,Cleveland Cavaliers,24.2
1972-01-01,Detroit Pistons,26.2
1972-01-01,Dallas Chaparrals,25.7
1972-01-01,Denver Rockets,25.6
1972-01-01,The Floridians,25.9
1972-01-01,Golden State Warriors,27.7
1972-01-01,Houston Rockets,24.6
1972-01-01,Indiana Pacers,26.2
1972-01-01,Kentucky Colonels,24.9
1972-01-01,Los Angeles Lakers,29.5
1972-01-01,Milwaukee Bucks,26.3
1972-01-01,Memphis Pros,25.2
1972-01-01,New York Nets,25.1
1972-01-01,New York Knicks,28.8
1972-01-01,Philadelphia 76ers,28.3
1972-01-01,Phoenix Suns,26.6
1972-01-01,Portland Trail Blazers,24.5
1972-01-01,Pittsburgh Condors,25.3
1972-01-01,Seattle SuperSonics,26.7
1972-01-01,Utah Stars,26.6
1972-01-01,Virginia Squires,25.2
1972-01-01,League Average,26.7
1972-01-01,League Average,25.7
1971-01-01,Atlanta Hawks,27.6
1971-01-01,Baltimore Bullets,27.5
1971-01-01,Boston Celtics,26.2
1971-01-01,Buffalo Braves,24.9
1971-01-01,Carolina Cougars,26.5
1971-01-01,Chicago Bulls,27.4
1971-01-01,Cincinnati Royals,25.7
1971-01-01,Cleveland Cavaliers,24.3
1971-01-01,Detroit Pistons,25.8
1971-01-01,Denver Rockets,25.0
1971-01-01,The Floridians,25.6
1971-01-01,Indiana Pacers,26.4
1971-01-01,Kentucky Colonels,26.3
1971-01-01,Los Angeles Lakers,28.2
1971-01-01,Milwaukee Bucks,26.1
1971-01-01,Memphis Pros,25.7
1971-01-01,New York Nets,24.5
1971-01-01,New York Knicks,28.0
1971-01-01,Philadelphia 76ers,29.0
1971-01-01,Phoenix Suns,26.0
1971-01-01,Portland Trail Blazers,25.4
1971-01-01,Pittsburgh Condors,24.2
1971-01-01,San Diego Rockets,25.0
1971-01-01,Seattle SuperSonics,27.1
1971-01-01,San Francisco Warriors,27.4
1971-01-01,Texas Chaparrals,25.1
1971-01-01,Utah Stars,25.9
1971-01-01,Virginia Squires,26.3
1971-01-01,League Average,26.6
1971-01-01,League Average,25.7
1970-01-01,Atlanta Hawks,27.3
1970-01-01,Baltimore Bullets,26.4
1970-01-01,Boston Celtics,28.4
1970-01-01,Carolina Cougars,25.9
1970-01-01,Chicago Bulls,26.3
1970-01-01,Cincinnati Royals,27.6
1970-01-01,Detroit Pistons,26.2
1970-01-01,Dallas Chaparrals,24.5
1970-01-01,Denver Rockets,24.5
1970-01-01,Indiana Pacers,26.8
1970-01-01,Kentucky Colonels,25.7
1970-01-01,Los Angeles Lakers,27.7
1970-01-01,Los Angeles Stars,24.0
1970-01-01,Milwaukee Bucks,24.9
1970-01-01,Miami Floridians,24.2
1970-01-01,New Orleans Buccaneers,26.3
1970-01-01,New York Nets,25.9
1970-01-01,New York Knicks,27.0
1970-01-01,Philadelphia 76ers,28.1
1970-01-01,Phoenix Suns,25.4
1970-01-01,Pittsburgh Pipers,24.2
1970-01-01,San Diego Rockets,25.3
1970-01-01,Seattle SuperSonics,27.6
1970-01-01,San Francisco Warriors,26.7
1970-01-01,Washington Capitols,25.8
1970-01-01,League Average,26.8
1970-01-01,League Average,25.2
1969-01-01,Atlanta Hawks,27.4
1969-01-01,Baltimore Bullets,25.9
1969-01-01,Boston Celtics,30.5
1969-01-01,Chicago Bulls,25.7
1969-01-01,Cincinnati Royals,27.9
1969-01-01,Detroit Pistons,26.2
1969-01-01,Dallas Chaparrals,24.1
1969-01-01,Denver Rockets,25.5
1969-01-01,Houston Mavericks,24.7
1969-01-01,Indiana Pacers,25.0
1969-01-01,Kentucky Colonels,24.9
1969-01-01,Los Angeles Lakers,29.5
1969-01-01,Los Angeles Stars,23.4
1969-01-01,Milwaukee Bucks,26.7
1969-01-01,Miami Floridians,24.6
1969-01-01,Minnesota Pipers,25.1
1969-01-01,New Orleans Buccaneers,25.1
1969-01-01,New York Nets,25.8
1969-01-01,New York Knicks,26.2
1969-01-01,Oakland Oaks,25.4
1969-01-01,Philadelphia 76ers,27.9
1969-01-01,Phoenix Suns,24.8
1969-01-01,San Diego Rockets,25.1
1969-01-01,Seattle SuperSonics,25.9
1969-01-01,San Francisco Warriors,26.4
1969-01-01,League Average,26.9
1969-01-01,League Average,24.8
1968-01-01,Anaheim Amigos,22.3
1968-01-01,Baltimore Bullets,26.7
1968-01-01,Boston Celtics,29.5
1968-01-01,Chicago Bulls,25.3
1968-01-01,Cincinnati Royals,28.0
1968-01-01,Detroit Pistons,26.0
1968-01-01,Dallas Chaparrals,22.6
1968-01-01,Denver Rockets,24.2
1968-01-01,Houston Mavericks,23.6
1968-01-01,Indiana Pacers,24.7
1968-01-01,Kentucky Colonels,24.7
1968-01-01,Los Angeles Lakers,27.8
1968-01-01,Minnesota Muskies,22.2
1968-01-01,New Jersey Americans,25.4
1968-01-01,New Orleans Buccaneers,26.1
1968-01-01,New York Knicks,25.6
1968-01-01,Oakland Oaks,24.9
1968-01-01,Philadelphia 76ers,27.6
1968-01-01,Pittsburgh Pipers,24.8
1968-01-01,San Diego Rockets,26.4
1968-01-01,Seattle SuperSonics,25.1
1968-01-01,San Francisco Warriors,26.2
1968-01-01,St. Louis Hawks,26.9
1968-01-01,League Average,26.8
1968-01-01,League Average,24.0
1967-01-01,Baltimore Bullets,27.5
1967-01-01,Boston Celtics,29.6
1967-01-01,Chicago Bulls,25.6
1967-01-01,Cincinnati Royals,26.4
1967-01-01,Detroit Pistons,25.2
1967-01-01,Los Angeles Lakers,27.1
1967-01-01,New York Knicks,25.2
1967-01-01,Philadelphia 76ers,27.0
1967-01-01,San Francisco Warriors,25.3
1967-01-01,St. Louis Hawks,26.7
1967-01-01,League Average,26.6
1966-01-01,Baltimore Bullets,27.8
1966-01-01,Boston Celtics,28.8
1966-01-01,Cincinnati Royals,26.8
1966-01-01,Detroit Pistons,25.0
1966-01-01,Los Angeles Lakers,26.5
1966-01-01,New York Knicks,25.4
1966-01-01,Philadelphia 76ers,26.5
1966-01-01,San Francisco Warriors,25.6
1966-01-01,St. Louis Hawks,27.4
1966-01-01,League Average,26.6
1965-01-01,Baltimore Bullets,26.1
1965-01-01,Boston Celtics,28.3
1965-01-01,Cincinnati Royals,26.5
1965-01-01,Detroit Pistons,24.4
1965-01-01,Los Angeles Lakers,26.4
1965-01-01,New York Knicks,25.5
1965-01-01,Philadelphia 76ers,27.6
1965-01-01,San Francisco Warriors,25.6
1965-01-01,St. Louis Hawks,27.1
1965-01-01,League Average,26.4
1964-01-01,Baltimore Bullets,25.0
1964-01-01,Boston Celtics,28.4
1964-01-01,Cincinnati Royals,26.0
1964-01-01,Detroit Pistons,25.5
1964-01-01,Los Angeles Lakers,26.3
1964-01-01,New York Knicks,25.7
1964-01-01,Philadelphia 76ers,27.4
1964-01-01,San Francisco Warriors,25.5
1964-01-01,St. Louis Hawks,27.5
1964-01-01,League Average,26.3
1963-01-01,Boston Celtics,28.3
1963-01-01,Chicago Zephyrs,25.3
1963-01-01,Cincinnati Royals,26.0
1963-01-01,Detroit Pistons,24.9
1963-01-01,Los Angeles Lakers,26.2
1963-01-01,New York Knicks,27.7
1963-01-01,San Francisco Warriors,25.7
1963-01-01,St. Louis Hawks,26.1
1963-01-01,Syracuse Nationals,26.7
1963-01-01,League Average,26.4
1962-01-01,Boston Celtics,27.9
1962-01-01,Chicago Packers,25.8
1962-01-01,Cincinnati Royals,25.0
1962-01-01,Detroit Pistons,26.0
1962-01-01,Los Angeles Lakers,25.9
1962-01-01,New York Knicks,26.0
1962-01-01,Philadelphia Warriors,26.5
1962-01-01,St. Louis Hawks,27.4
1962-01-01,Syracuse Nationals,26.9
1962-01-01,League Average,26.3
1961-01-01,Boston Celtics,28.3
1961-01-01,Cincinnati Royals,24.4
1961-01-01,Detroit Pistons,25.8
1961-01-01,Los Angeles Lakers,25.2
1961-01-01,New York Knicks,26.2
1961-01-01,Philadelphia Warriors,27.0
1961-01-01,St. Louis Hawks,27.4
1961-01-01,Syracuse Nationals,26.7
1961-01-01,League Average,26.4
1960-01-01,Boston Celtics,27.5
1960-01-01,Cincinnati Royals,25.0
1960-01-01,Detroit Pistons,27.1
1960-01-01,Minneapolis Lakers,25.5
1960-01-01,New York Knicks,26.4
1960-01-01,Philadelphia Warriors,26.2
1960-01-01,St. Louis Hawks,27.6
1960-01-01,Syracuse Nationals,27.0
1960-01-01,League Average,26.5
1959-01-01,Boston Celtics,27.1
1959-01-01,Cincinnati Royals,23.7
1959-01-01,Detroit Pistons,27.5
1959-01-01,Minneapolis Lakers,25.7
1959-01-01,New York Knicks,25.7
1959-01-01,Philadelphia Warriors,26.9
1959-01-01,St. Louis Hawks,28.1
1959-01-01,Syracuse Nationals,26.2
1959-01-01,League Average,26.4
1958-01-01,Boston Celtics,27.6
1958-01-01,Cincinnati Royals,25.7
1958-01-01,Detroit Pistons,28.4
1958-01-01,Minneapolis Lakers,25.9
1958-01-01,New York Knicks,25.1
1958-01-01,Philadelphia Warriors,26.8
1958-01-01,St. Louis Hawks,28.0
1958-01-01,Syracuse Nationals,26.6
1958-01-01,League Average,26.7
1957-01-01,Boston Celtics,27.0
1957-01-01,Fort Wayne Pistons,26.7
1957-01-01,Minneapolis Lakers,25.5
1957-01-01,New York Knicks,27.0
1957-01-01,Philadelphia Warriors,26.7
1957-01-01,Rochester Royals,23.4
1957-01-01,St. Louis Hawks,27.7
1957-01-01,Syracuse Nationals,25.7
1957-01-01,League Average,26.3
1956-01-01,Boston Celtics,26.9
1956-01-01,Fort Wayne Pistons,27.2
1956-01-01,Minneapolis Lakers,26.8
1956-01-01,New York Knicks,26.8
1956-01-01,Philadelphia Warriors,25.6
1956-01-01,Rochester Royals,25.2
1956-01-01,St. Louis Hawks,25.7
1956-01-01,Syracuse Nationals,26.1
1956-01-01,League Average,26.3
1955-01-01,Baltimore Bullets,24.9
1955-01-01,Boston Celtics,26.7
1955-01-01,Fort Wayne Pistons,27.1
1955-01-01,Milwaukee Hawks,25.9
1955-01-01,Minneapolis Lakers,26.8
1955-01-01,New York Knicks,27.1
1955-01-01,Philadelphia Warriors,25.2
1955-01-01,Rochester Royals,29.0
1955-01-01,Syracuse Nationals,26.2
1955-01-01,League Average,26.5
1954-01-01,Baltimore Bullets,24.1
1954-01-01,Boston Celtics,26.4
1954-01-01,Fort Wayne Pistons,26.8
1954-01-01,Milwaukee Hawks,26.1
1954-01-01,Minneapolis Lakers,27.3
1954-01-01,New York Knicks,27.1
1954-01-01,Philadelphia Warriors,24.8
1954-01-01,Rochester Royals,29.2
1954-01-01,Syracuse Nationals,25.5
1954-01-01,League Average,26.3
1953-01-01,Baltimore Bullets,26.3
1953-01-01,Boston Celtics,25.4
1953-01-01,Fort Wayne Pistons,26.5
1953-01-01,Indianapolis Olympians,25.5
1953-01-01,Milwaukee Hawks,26.3
1953-01-01,Minneapolis Lakers,26.5
1953-01-01,New York Knicks,26.0
1953-01-01,Philadelphia Warriors,26.0
1953-01-01,Rochester Royals,29.2
1953-01-01,Syracuse Nationals,25.8
1953-01-01,League Average,26.5
1952-01-01,Baltimore Bullets,27.3
1952-01-01,Boston Celtics,24.9
1952-01-01,Fort Wayne Pistons,26.5
1952-01-01,Indianapolis Olympians,24.5
1952-01-01,Milwaukee Hawks,26.6
1952-01-01,Minneapolis Lakers,25.9
1952-01-01,New York Knicks,25.5
1952-01-01,Philadelphia Warriors,26.6
1952-01-01,Rochester Royals,28.9
1952-01-01,Syracuse Nationals,25.8
1952-01-01,League Average,26.3
